930,13855,customer
17044,276,peer
1021,10931,customer
17,851,peer
1,6234,customer
3061,2327,provider
232,1376,customer
26112,1581,sibling
17731,732,provider
736,1303,customer
151,1575,peer
2342,480,peer
336,4889,customer
1302,1461,provider
810,799,customer
796,151,provider
798,1877,peer
232,638,customer
2008,22,peer
21000,810,provider
2374,678,peer
151,18489,customer
5730,5728,customer
637,982,provider
12868,3802,provider
13538,94,provider
1,1502,customer
661,15579,customer
2926,6,provider
2297,10684,customer
11899,6,provider
771,4074,customer
22,3082,peer
1513,2125,customer
17586,18292,provider
451,232,peer
1481,571,provider
6,110,customer
216,10495,peer
3640,483,provider
571,10086,customer
2046,195,peer
732,336,customer
4837,954,provider
472,5968,peer
6070,930,provider
6067,3814,provider
3154,22,provider
437,442,customer
13696,336,provider
94,1881,customer
3729,3682,provider
244,637,customer
16552,7414,provider
2827,216,peer
6544,810,provider
451,17,peer
11033,10681,provider
2336,151,peer
4850,4992,customer
297,682,peer
151,771,peer
11039,104,provider
736,2307,customer
2412,276,peer
829,810,provider
9966,598,customer
687,571,provider
218,4808,peer
1575,531,peer
18803,10895,provider
542,16203,customer
851,799,peer
14682,569,provider
1353,1371,customer
962,6384,customer
2723,21503,customer
1480,3587,customer
157,141,customer
5314,771,provider
8433,1937,provider
571,9037,customer
1209,504,provider
559,2165,customer
711,19954,customer
9189,216,peer
3326,11642,customer
22,4534,peer
975,11036,customer
696,13951,customer
9,17,peer
641,1,provider
523,336,peer
6612,6624,customer
2307,11,peer
17,3320,peer
612,13392,customer
16798,13254,sibling
810,5183,customer
2297,3310,customer
336,4475,peer
404,10019,customer
5144,4695,provider
1389,232,provider
10007,810,provider
235,22,peer
16949,741,provider
17,3178,peer
711,2840,customer
2175,2262,customer
2459,1706,customer
711,13369,customer
5952,11,peer
3074,254,peer
638,1310,customer
276,957,peer
19962,2429,provider
4318,4339,customer
14284,14248,customer
480,711,provider
2476,16098,customer
2199,612,provider
1388,638,provider
1297,451,peer
2473,913,provider
20246,12631,provider
810,5957,customer
318,1495,customer
3082,11,peer
9865,367,provider
287,6604,customer
18441,1069,provider
1384,1461,provider
1532,9335,customer
3592,216,provider
1437,141,peer
14090,1162,provider
11492,4808,provider
3702,16233,provider
3832,741,provider
960,810,peer
14168,2780,provider
216,2660,peer
3122,736,provider
736,4909,customer
8957,612,provider
14008,14480,provider
6387,22,provider
1937,571,peer
218,984,peer
2297,4413,customer
697,7711,customer
8517,15294,provider
4867,4966,customer
1951,540,provider
733,585,customer
4183,753,provider
291,12563,customer
318,312,customer
10097,741,provider
216,385,peer
3070,157,peer
4008,3856,customer
4375,216,peer
810,3409,customer
291,3421,customer
571,12060,customer
2175,733,peer
1502,19066,customer
297,612,peer
15542,3036,provider
1995,9751,provider
7799,276,peer
254,2297,peer
4863,4427,provider
11408,276,peer
157,4967,peer
458,774,provider
2459,15025,customer
6026,22,peer
791,1242,customer
618,1679,provider
2459,5890,customer
540,571,provider
13537,916,provider
8831,2297,provider
6067,732,provider
15954,10418,customer
15957,798,provider
446,5354,customer
2249,6504,customer
1411,571,provider
6430,6429,customer
9478,774,provider
571,1467,customer
21922,1608,provider
451,732,peer
2827,22,peer
24709,638,provider
18887,3177,provider
2704,3764,customer
3072,9621,customer
2312,841,provider
4926,17,peer
4998,3534,provider
1300,12631,customer
3722,3682,provider
2107,6,provider
22,732,customer
4442,841,provider
2321,3000,customer
3454,6906,customer
2267,19880,customer
4905,736,provider
612,4315,peer
11,5965,peer
3682,942,customer
17,5952,peer
2069,642,customer
2333,11,peer
1418,13797,provider
4249,216,peer
733,2813,customer
6133,3064,provider
3595,17,peer
4554,318,provider
7094,852,provider
10108,3727,provider
954,571,provider
339,451,peer
5373,18968,customer
12985,409,provider
810,2798,customer
10833,2297,provider
733,731,customer
798,1021,customer
22,1515,peer
2374,1549,customer
437,271,customer
17,955,peer
297,2632,customer
14252,218,peer
360,2005,provider
4762,523,provider
1069,18579,customer
3282,216,peer
994,14194,customer
851,810,peer
455,666,customer
254,404,peer
3143,303,provider
11140,98,provider
1056,4780,customer
2297,2665,customer
2008,472,peer
2069,2240,customer
1338,232,provider
10997,22,peer
571,1910,customer
22,17044,peer
276,984,peer
1319,232,provider
4856,4888,customer
982,6485,customer
1898,14657,customer
687,20419,customer
13080,572,provider
1513,2117,sibling
963,19765,peer
2337,122,customer
2722,841,provider
3128,480,peer
6223,733,provider
4498,22,peer
20252,1,provider
218,6660,peer
472,962,peer
17,2321,peer
1706,295,provider
2940,17,peer
451,2343,peer
854,12870,customer
291,8818,customer
1378,232,provider
216,705,customer
783,216,peer
22732,701,provider
239,810,provider
969,7019,customer
1315,232,provider
3226,11,peer
957,151,provider
2038,157,peer
942,5367,customer
16477,711,provider
4531,318,provider
10694,151,peer
4182,19192,customer
19503,291,provider
950,4481,customer
3045,841,provider
2780,14168,customer
239,612,provider
638,1056,customer
733,10071,customer
1532,451,peer
2276,455,peer
1316,736,provider
571,15864,customer
9734,3475,provider
771,571,provider
1311,232,provider
6294,1,peer
1169,810,provider
18717,666,provider
17,571,provider
741,696,provider
1015,1018,provider
10969,216,provider
9818,22,peer
17,2840,peer
437,440,provider
13939,5419,customer
254,1316,peer
953,13621,provider
1370,232,provider
1408,571,provider
711,254,peer
4808,472,peer
1242,291,provider
5942,17,peer
22,19954,customer
736,1886,customer
126,151,provider
2521,598,customer
5959,1461,provider
455,736,provider
3626,20588,provider
4008,12617,customer
151,141,peer
13988,9642,provider
472,4808,peer
4462,4445,provider
18283,1468,provider
4912,612,provider
3863,3861,provider
276,7637,peer
140,195,peer
2459,1081,customer
9621,4125,provider
5237,5235,customer
216,254,peer
291,24155,customer
5870,3051,peer
2304,2284,sibling
216,94,customer
151,550,customer
236,504,customer
18258,14548,provider
5165,141,provider
446,531,peer
19434,2249,provider
276,472,peer
232,1341,customer
1495,239,provider
1400,571,provider
1282,4869,customer
14235,2176,provider
141,341,customer
5364,963,provider
14443,218,provider
506,4475,provider
736,1581,peer
4506,1081,provider
141,151,peer
841,2813,customer
6344,733,provider
94,13467,customer
4400,19304,customer
2459,2580,customer
232,504,customer
4794,11,peer
20252,9692,customer
6492,216,provider
276,736,provider
140,11715,customer
9027,810,provider
733,9939,customer
94,19599,customer
6469,2297,provider
7414,22697,customer
6313,789,provider
4161,3857,customer
4413,11718,customer
22,2180,peer
5847,2184,provider
451,404,peer
15792,14426,provider
1549,638,provider
18517,582,provider
1072,4630,customer
1608,20015,customer
506,276,provider
1406,854,provider
14652,16375,customer
276,458,customer
861,413,provider
638,5002,customer
2046,14200,customer
810,2919,customer
195,582,peer
2297,15957,customer
4161,15153,customer
480,3475,peer
2356,2398,provider
582,736,peer
585,216,peer
2259,998,provider
612,3696,customer
1632,1660,customer
736,4926,customer
19962,1380,provider
2521,4253,customer
216,1286,peer
4918,218,peer
216,2012,peer
736,4827,customer
17,17044,peer
3220,216,peer
22,1076,customer
1517,504,customer
4035,10866,customer
6279,21484,provider
13707,15961,provider
732,2926,customer
13756,789,provider
993,2429,provider
705,15376,customer
3583,4792,customer
4152,287,provider
1284,11577,customer
276,711,peer
2354,157,peer
6808,8597,customer
571,360,peer
4822,736,provider
3264,216,peer
2574,612,peer
711,9951,customer
9958,733,provider
451,2344,customer
218,3152,peer
10589,216,peer
437,22,peer
7452,3534,peer
1,2019,peer
732,4509,customer
774,141,provider
3026,2263,customer
157,6660,peer
314,310,provider
15415,276,provider
440,5834,customer
18802,404,provider
542,3583,provider
2704,16614,customer
2333,523,customer
480,218,peer
8870,789,provider
3034,841,provider
545,2554,customer
4997,4998,sibling
19648,1943,provider
22,4762,peer
2459,36,customer
1072,13220,customer
442,472,peer
344,1315,customer
638,1549,customer
10115,2459,provider
17,2580,peer
3118,16750,customer
94,1007,customer
523,216,peer
5967,455,peer
3226,22,peer
1487,1486,customer
1300,232,provider
3595,336,peer
1517,336,peer
754,756,provider
94,23924,customer
10007,612,provider
3852,3697,provider
11,3274,peer
6308,2350,provider
215,480,provider
11743,346,provider
1668,409,provider
16228,810,provider
892,216,peer
140,8971,provider
18161,2107,provider
216,959,peer
1303,488,peer
7452,612,peer
5033,940,provider
571,15604,customer
22,9818,peer
3332,612,provider
13195,1072,provider
94,289,customer
10403,15957,customer
451,1437,peer
12631,20246,customer
7910,104,provider
971,276,provider
851,1581,peer
1303,141,peer
3583,3184,customer
9576,2339,provider
1059,22,peer
540,254,peer
2408,344,provider
661,516,customer
4041,13791,customer
9979,599,provider
22442,612,provider
17,5968,peer
637,244,provider
571,2046,peer
6504,2249,provider
789,25222,customer
22,1939,peer
585,17,peer
2574,216,peer
19921,2176,provider
5964,157,peer
440,736,provider
913,20517,customer
22016,104,provider
11,5957,peer
13939,4413,provider
3272,732,provider
13817,969,provider
14896,9406,customer
1462,141,provider
612,765,customer
9751,16909,customer
697,733,peer
236,531,customer
1001,3571,customer
94,13791,customer
950,291,provider
6550,6548,customer
3861,732,provider
5006,6307,provider
1119,6986,customer
854,4744,customer
571,668,peer
13926,1162,provider
711,5968,customer
11538,3902,customer
22,774,peer
12188,15669,provider
10235,841,provider
9597,2482,customer
4074,810,peer
3222,141,peer
4730,15954,provider
733,9966,customer
195,940,peer
2851,10946,customer
17,1303,peer
1435,571,provider
36,810,provider
10560,355,provider
940,336,peer
18506,582,provider
4819,736,provider
2403,254,peer
18388,2467,provider
998,996,customer
12509,1664,customer
3347,218,peer
1581,13644,peer
6832,612,provider
810,10199,customer
2510,2506,customer
810,1069,customer
736,2176,peer
2088,4490,customer
4128,25601,customer
19235,19237,provider
9815,246,provider
582,17,peer
3144,733,peer
3144,151,peer
4878,736,provider
799,2574,customer
1481,141,peer
612,20170,customer
13470,2337,provider
5228,236,provider
195,451,peer
5122,10252,customer
11717,11723,sibling
14069,3545,provider
982,1209,provider
810,2664,customer
2459,977,customer
810,1939,customer
846,605,customer
571,2634,customer
109,488,peer
3802,2339,provider
3361,14480,customer
7525,2649,provider
2723,354,customer
711,5068,customer
3752,767,customer
2337,690,customer
4874,736,provider
6430,480,peer
2633,732,provider
15864,98,provider
1702,4301,provider
732,25435,customer
17,3905,peer
336,732,provider
22,10007,peer
5957,11,peer
2361,783,provider
1680,746,provider
451,2276,peer
1250,733,provider
451,2371,customer
472,2680,peer
3083,480,peer
488,531,peer
4396,409,provider
455,4074,customer
2390,2398,provider
17102,1173,provider
4391,5393,provider
4909,488,peer
440,940,peer
2267,216,peer
5937,711,provider
13461,13463,provider
10088,218,peer
318,1927,customer
276,4839,peer
1939,22,peer
2649,1994,customer
571,10597,customer
141,1517,peer
612,458,customer
1203,732,provider
336,6,provider
216,1532,peer
15646,14200,customer
13119,1788,provider
4909,4647,provider
3740,4189,customer
612,16010,customer
4689,341,provider
1886,94,peer
6178,1056,provider
8764,5183,provider
3538,11482,provider
4743,5926,customer
4021,4514,customer
287,17820,customer
1169,927,customer
5959,276,peer
451,1937,peer
3485,472,provider
730,733,provider
472,933,peer
783,14228,customer
2870,3046,provider
4808,841,peer
10684,2297,provider
336,2374,peer
16552,5082,customer
19152,577,provider
11192,5940,provider
11198,94,provider
2939,151,peer
336,21484,customer
218,4897,peer
21991,22,peer
3274,17,peer
940,455,peer
22148,16199,provider
783,885,customer
1513,1288,customer
20592,1886,provider
5249,4014,provider
10589,218,peer
8971,12189,customer
254,10755,peer
3869,3595,provider
771,1581,peer
14942,339,provider
2046,2478,customer
2008,1581,peer
11,2307,peer
14490,1886,provider
216,5968,peer
451,2316,peer
23873,9860,provider
612,901,customer
336,18517,customer
818,455,provider
216,339,peer
10171,810,provider
10403,504,provider
4475,11743,customer
638,22239,customer
291,14922,customer
894,157,peer
338,11680,customer
16661,13170,provider
638,336,peer
2769,15600,customer
22,10185,customer
11225,9677,provider
1448,5002,provider
13530,1169,provider
113,140,customer
3366,2060,customer
746,4622,peer
1517,5012,customer
18978,1571,provider
141,1376,peer
2005,2327,customer
612,22,customer
18902,4475,provider
451,612,peer
622,98,provider
612,1281,peer
336,851,peer
1064,5985,customer
11190,10662,customer
3837,3836,customer
1109,1877,customer
571,1360,customer
3964,3972,customer
17,2813,peer
4808,736,provider
216,9960,peer
3177,17,peer
1119,10748,customer
4744,15819,customer
218,2276,peer
480,9937,peer
232,411,customer
736,4839,customer
871,18380,customer
3774,2217,provider
4924,10929,customer
13594,14451,customer
571,2008,peer
151,959,peer
4249,13621,customer
1451,2100,customer
10235,571,provider
732,17914,customer
1197,17,peer
2184,9945,customer
736,2798,customer
3142,4884,customer
2429,1581,provider
1,4154,customer
3682,3731,customer
9621,3191,provider
12677,12678,sibling
5985,1162,provider
2856,157,peer
1459,4183,customer
504,2321,customer
14195,799,provider
232,451,peer
11155,2297,provider
3595,612,peer
854,1549,customer
14514,1,provider
12155,10444,peer
291,19503,customer
1603,10482,provider
480,2487,peer
972,336,peer
2184,17,peer
571,2661,customer
18221,4079,provider
5847,1169,provider
157,771,peer
799,2314,customer
4253,6,provider
20868,789,provider
1706,506,customer
531,4909,peer
21972,641,provider
798,2786,customer
810,4959,customer
798,318,customer
10131,619,provider
1089,140,customer
9369,17,provider
6414,1691,provider
2732,2175,provider
141,124,peer
1532,17,peer
2926,1581,provider
11535,3251,provider
531,442,customer
545,13891,provider
2403,216,peer
2491,571,provider
6211,9585,provider
14230,216,peer
5957,22,peer
336,455,peer
5985,4896,customer
24184,16098,provider
22,11473,peer
20435,5730,provider
14680,569,provider
4288,11,peer
4967,22,peer
8829,2175,provider
4623,4630,provider
3222,17,peer
3679,2769,provider
404,276,peer
141,2680,peer
3715,3682,provider
94,24747,customer
22,3860,peer
2372,451,provider
1455,3046,provider
982,2339,provider
8233,1141,provider
195,440,provider
612,10873,customer
480,5957,peer
235,855,customer
1410,6355,provider
732,577,customer
4933,254,peer
446,5959,peer
4475,460,customer
472,5856,customer
1303,504,provider
3595,3869,customer
637,2372,customer
5193,22,peer
4539,6193,customer
571,20705,customer
692,1806,customer
571,4192,customer
3694,216,peer
11,1939,peer
22,10698,peer
6,195,customer
3595,216,peer
799,16739,customer
4021,1095,customer
4743,733,provider
1458,1461,provider
216,5183,peer
22,11566,peer
854,22341,customer
3144,440,peer
1515,15813,customer
104,13093,customer
3063,733,provider
10997,157,peer
1611,5172,customer
6917,253,customer
446,19763,customer
1616,104,provider
3222,472,provider
799,4817,customer
2502,733,provider
715,15322,customer
1581,15926,customer
3072,798,provider
3046,218,peer
736,4772,customer
157,7799,peer
959,951,peer
984,2022,customer
109,17,peer
798,3261,customer
336,11692,peer
6067,13306,customer
409,12955,customer
14731,10065,provider
5165,5164,provider
19954,810,provider
523,2419,customer
5834,2874,customer
935,11,peer
733,5283,customer
846,612,provider
21039,732,provider
746,3765,peer
4154,216,provider
6417,17,peer
1435,637,provider
157,894,peer
18767,612,provider
249,264,customer
22,5942,peer
22940,2333,provider
2343,480,peer
2372,157,peer
1558,9541,customer
1072,13209,customer
6537,1069,provider
918,1521,customer
9642,15926,customer
2916,733,provider
2374,458,customer
549,11672,customer
287,18596,customer
11,4909,peer
4125,11225,customer
733,10087,customer
9621,24794,provider
4712,11100,customer
94,12776,customer
11154,291,provider
3410,733,provider
10588,22,peer
1522,2729,customer
1323,841,provider
3161,22583,customer
2425,571,provider
571,344,customer
480,9,peer
699,13594,provider
798,7414,customer
871,18120,customer
5379,5419,customer
2609,11,peer
733,935,customer
385,736,provider
287,14490,customer
1326,1457,customer
5926,4744,provider
141,232,customer
733,984,peer
641,13004,customer
12827,22,peer
12692,732,provider
94,8640,customer
480,18811,peer
1069,417,customer
957,531,peer
11375,783,provider
2487,977,provider
5271,103,provider
15957,1581,peer
4161,6446,customer
2342,1581,peer
22,21991,peer
24247,709,provider
4093,94,provider
5964,9833,customer
19499,942,provider
5379,2634,provider
94,17753,customer
5889,22,peer
336,955,peer
687,21687,peer
4288,940,provider
15467,3178,provider
542,20954,peer
22,2169,peer
1581,2333,peer
232,1456,customer
17101,22,provider
12578,12590,customer
2596,810,provider
232,1357,customer
10039,571,provider
14513,612,provider
10089,733,provider
480,6317,peer
736,3839,customer
18807,218,peer
18737,15912,provider
1613,22858,customer
2676,1169,provider
12985,24816,customer
109,940,provider
1715,16121,customer
291,916,customer
571,810,provider
1898,16845,customer
1032,2349,provider
5935,3905,provider
1932,6290,customer
15996,2374,provider
733,4940,customer
8597,325,provider
881,236,provider
2649,841,provider
14513,14514,provider
9244,841,provider
472,2276,peer
18310,1940,provider
10085,733,provider
15600,216,provider
2316,195,peer
327,157,peer
545,21968,customer
11094,789,provider
2639,3956,customer
2551,799,provider
687,841,provider
2374,10940,customer
523,4762,customer
13696,6,provider
571,10067,customer
15949,13317,customer
3915,5193,customer
2929,15954,provider
10758,18120,provider
19375,2769,provider
2680,276,peer
488,2314,peer
4882,841,provider
20172,798,provider
4780,1057,provider
638,841,provider
504,254,provider
2088,1169,provider
451,783,peer
2354,810,provider
4010,123,provider
455,818,customer
21424,4684,provider
11402,5079,provider
14034,14036,provider
2354,711,provider
4695,446,provider
1428,736,provider
2675,157,peer
4715,2563,provider
440,17,provider
732,18161,customer
2354,612,provider
22,2199,peer
8801,2630,provider
18415,22,provider
599,6215,customer
4851,22,provider
10171,1,provider
2176,799,provider
24117,19107,customer
16803,13254,provider
4866,10997,customer
2714,3046,provider
14579,11488,customer
488,2403,peer
254,3264,peer
1487,736,provider
1614,1615,customer
2339,3545,customer
22,2506,peer
3050,440,provider
10761,480,peer
22,6444,peer
16195,3726,provider
733,5957,customer
935,216,peer
14922,1008,provider
531,798,provider
799,5854,customer
24794,5834,provider
2368,1549,provider
1109,5931,customer
14729,2166,provider
235,7354,customer
3178,2523,customer
2492,2493,provider
1316,841,provider
2918,798,provider
5854,798,provider
440,367,peer
16857,9874,customer
141,984,peer
741,13133,customer
10495,254,peer
10975,1169,provider
2175,810,provider
488,510,peer
11680,2297,provider
8817,540,provider
638,2368,customer
336,5889,peer
2333,1581,peer
1886,3940,customer
4161,1407,customer
1517,488,peer
810,4834,peer
12768,1169,provider
12932,3898,provider
2374,1468,peer
4271,4339,customer
244,11938,customer
4315,733,provider
218,583,peer
783,14272,customer
841,3148,customer
276,851,peer
963,8739,peer
4671,8736,customer
2605,22,peer
2701,612,provider
1517,141,peer
8365,24821,peer
5372,2634,provider
22,871,peer
736,1939,customer
1323,571,provider
746,1502,peer
916,1680,provider
6318,733,provider
5937,216,peer
2722,157,peer
218,571,provider
542,963,customer
733,4905,peer
2589,810,provider
6469,9642,provider
7740,4442,provider
2297,151,peer
4464,1706,provider
2354,733,peer
1316,254,peer
3269,6430,provider
3454,17,peer
10019,733,provider
2046,8749,customer
9216,225,provider
746,16200,peer
3226,216,peer
3083,810,provider
7665,104,provider
916,3826,customer
216,1109,peer
3837,736,provider
9710,810,provider
810,4924,customer
7740,13477,customer
916,3727,customer
659,225,provider
2175,276,peer
3374,22,peer
718,195,provider
2374,2984,customer
5002,1448,customer
1406,232,provider
232,1384,customer
458,1303,peer
1313,3584,provider
3178,8801,customer
6356,6355,provider
24241,25358,provider
22,3332,peer
962,612,peer
746,14587,peer
12955,2239,provider
11588,9807,customer
17,3475,peer
571,1547,customer
2166,14729,customer
1534,1537,customer
4444,798,provider
1008,3723,customer
239,721,customer
385,336,peer
3240,736,provider
15542,4615,provider
2018,2014,provider
3696,10698,customer
545,543,customer
612,10007,customer
4008,612,provider
5952,157,peer
5940,11,provider
16012,545,provider
22,5210,peer
19412,2605,provider
2419,254,peer
20967,542,peer
954,17,peer
14069,1162,provider
13083,1052,provider
4021,20376,customer
11190,15782,provider
1461,232,provider
141,2276,peer
157,9,peer
7357,852,provider
12609,488,peer
13017,216,peer
216,13487,peer
16519,2470,provider
2297,10833,customer
15926,1706,provider
20657,940,provider
5826,5830,customer
841,4882,customer
2780,732,peer
2993,736,peer
22,5934,peer
17,11009,peer
8715,239,provider
2233,18283,customer
22,19412,peer
16337,5365,provider
918,11031,customer
336,2937,customer
216,2374,peer
612,7448,customer
4882,571,provider
16542,16548,customer
810,98,customer
789,4041,customer
810,20252,customer
8071,559,provider
17,151,peer
118,232,provider
10039,2374,provider
2415,157,peer
799,5210,customer
736,2159,customer
249,254,peer
472,10068,peer
216,3562,peer
963,2769,peer
962,216,peer
2297,20419,customer
3154,612,peer
746,3708,peer
216,10284,peer
4916,11,peer
810,1525,customer
1881,94,provider
6,736,customer
10284,612,provider
13912,225,provider
